DepartureCode,ArrivalCode,LowestPriceUSD,AveragePriceUSD,CheapestMonth
YXU,ATH,825.455,842,January,
RST,ATH,1540.36,1652,November,
ROC,ATH,1152.29,1317,November,
DAB,ATH,1132.4,1292,November,
BMA,ATH,482.67,483,December,
PVD,ATH,1368.64,1369,May,
LCY,ATH,184.11,228,November,
ACY,ATH,1207.3,1331,November,
SBN,ATH,1425.94,1535,November,
SJC,ATH,1272.8,1273,March,
MDW,ATH,1096.94,1305,November,
LGB,ATH,1035.56,1596,November,
BRU,ATH,145.4,200,May,
BEY,ATH,333.14,333,December,
ONT,ATH,1454.26,1522,February,
STC,ATH,1276.14,1620,November,
OAK,ATH,1283.52,1284,March,
PVC,ATH,1631,1631,May,
LGA,ATL,132.586,253,November,
EWR,ATL,135.31,298,November,
JFK,ATL,132.586,264,November,
LAX,ATL,159.65,278,October,
HNL,ATL,445.76,915,November,
IAD,ATL,49.0385,238,November,
SFO,ATL,153.138,398,November,
BWI,ATL,132.192,256,November,
YUL,ATL,257.77,433,November,
PHL,ATL,136.218,259,November,
DCA,ATL,166.364,291,November,
TPA,ATL,107.912,198,November,
AVP,ATL,327.2,347,October,
DEN,ATL,100.155,190,November,
MSY,ATL,102.959,199,December,
ALB,ATL,179.55,396,October,
OAK,ATL,215.05,552,November,
DTW,ATL,87.1,205,October,
BOS,ATL,129,252,April,
SLC,ATL,154.6,316,December,
NAS,ATL,360.7,361,December,
SNA,ATL,170.2,292,October,
PDX,ATL,187.05,331,December,
ORF,ATL,130,222,April,
BTR,ATL,127.76,253,January,
LAN,ATL,332.481,400,October,
IND,ATL,103.55,169,October,
CVG,ATL,134.158,229,October,
PNS,ATL,251.65,439,October,
MSN,ATL,150.748,263,October,
MKE,ATL,138.05,285,November,
TTN,ATL,48.8303,196,November,
RIC,ATL,106.113,245,November,
SYR,ATL,174.655,334,November,
ORD,ATL,87.1,176,November,
CLE,ATL,46.1914,128,November,
PHX,ATL,155.6,309,October,
FNT,ATL,158.498,283,October,
DFW,ATL,57.1,220,November,
SEA,ATL,150.8,298,May,
YYC,ATL,227.701,339,November,
RSW,ATL,209.55,218,November,
GRR,ATL,170.55,308,October,
COS,ATL,160.07,261,November,
IAH,ATL,66.6,156,December,
SJC,ATL,178.34,501,November,
MSP,ATL,168.55,296,October,
OGG,ATL,489.75,948,October,
CAK,ATL,116.1,227,October,
PHF,ATL,138.487,234,November,
SMF,ATL,179.05,394,November,
ONT,ATL,181.05,310,October,
GEG,ATL,193.65,271,October,
TUL,ATL,174.478,299,October,
OKC,ATL,128.993,287,October,
BUF,ATL,177.1,298,November,
CLT,ATL,87.1,237,November,
PIT,ATL,108.512,189,October,
JAX,ATL,72.55,188,October,
YYZ,ATQ,869.93,946,March,
IAH,ATQ,1001.12,1002,October,
LAX,ATQ,1215.62,1216,October,
DFW,ATQ,628.6,1169,November,
EWR,ATQ,706.21,1134,October,
JFK,ATQ,705.5,1103,October,
YOW,ATQ,927.12,927,October,
SFO,ATQ,1377.68,1515,October,
YKF,ATQ,1734.31,2380,January,
IAD,ATQ,732.788,1282,October,
ORD,ATQ,1148.93,1149,October,
HOU,ATQ,1611.98,1637,October,
IXC,ATQ,317.04,317,October,
DCA,ATQ,882.12,1041,May,
DAL,ATQ,1136.92,1912,November,
BWI,ATQ,1333.27,1333,November,
YTZ,ATQ,891.564,1897,March,
LGA,ATQ,1064,2071,October,
SMF,ATQ,1650.07,1867,October,
BUR,ATQ,1702.4,1702,October,
YWG,ATQ,1060.65,1061,November,
YHM,ATQ,1198.13,3221,April,
SNA,ATQ,1725.07,1725,October,
BOM,ATQ,147.308,248,October,
BUF,ATQ,1647.83,1777,November,
OKC,ATQ,1930.4,1930,November,
HPN,ATQ,1165.5,1498,October,
ROC,ATQ,1908.99,1909,October,
YUL,ATQ,991.646,992,October,
PHL,ATQ,882.12,1084,May,
SJC,ATQ,1753.42,1878,January,
CLL,ATQ,1920.99,2274,October,
DEN,ATQ,1463.82,1495,November,
PNQ,ATQ,437.236,437,January,
PHX,ATQ,2513.12,2513,December,
OAK,ATQ,1610.47,1610,January,
MSS,ATQ,3541.4,3541,October,
PHX,ATW,394.2,428,October,
ATL,ATW,367.65,405,December,
DEN,ATW,415.6,475,November,
SFO,ATW,416.6,442,October,
IAH,ATW,365.55,392,November,
TUS,ATW,303.271,349,November,
CRP,ATW,504.2,504,November,
MHT,ATW,559.65,560,November,
LAX,ATW,513.2,514,January,
SLC,ATW,412.05,435,October,
PDX,ATW,484.65,485,November,
LNK,ATW,384.2,384,December,
VPS,ATW,394.2,394,December,
PNS,ATW,416.65,417,December,
RIC,ATW,524.2,524,December,
LGA,ATW,452.35,458,July,
EWR,ATW,360.05,406,October,
TRI,ATW,1708.7,1709,October,
BOS,ATW,654.2,654,November,
HOU,ATW,867.7,868,November,
JFK,AUA,201.448,445,November,
EWR,AUA,201.448,463,November,
LGA,AUA,201.448,489,November,
BWI,AUA,163.6,533,October,
DCA,AUA,155.1,522,October,
IAD,AUA,153.81,562,October,
YYZ,AUA,204.782,399,November,
BOS,AUA,191.651,507,October,
PHL,AUA,276.322,685,November,
LAX,AUA,187.89,2523,November,
DTW,AUA,173.6,433,November,
DEN,AUA,171.016,370,November,
PHX,AUA,377.1,690,October,
ATL,AUA,175.7,433,October,
IND,AUA,485.2,505,October,
BDL,AUA,150.641,499,November,
RSW,AUA,269.1,517,December,
ORD,AUA,170.1,418,November,
YQM,AUA,1141.03,1141,December,
PVD,AUA,150.641,352,November,
MCO,AUA,173.983,360,November,
TYS,AUA,436.459,636,October,
BUF,AUA,153.81,382,November,
ROC,AUA,153.81,358,November,
YQG,AUA,491.016,826,November,
RIC,AUA,509,509,March,
HPN,AUA,346.5,852,October,
PIT,AUA,153.81,386,November,
MHT,AUA,239.335,676,October,
LAS,AUA,193.559,303,October,
MIA,AUA,219.44,371,November,
IAH,AUA,219.9,488,December,
DAY,AUA,451.091,654,November,
SYR,AUA,185.1,425,October,
CVG,AUA,658.311,760,October,
CMH,AUA,353.905,578,November,
HOU,AUA,268.2,558,December,
TPA,AUA,133.069,366,December,
CLT,AUA,278.2,426,October,
SAN,AUA,962,962,November,
CLE,AUA,311.531,507,November,
ONT,AUA,341.6,959,November,
SNA,AUA,318.7,926,November,
SDF,AUA,591.794,660,April,
GSO,AUA,317.725,567,November,
PBI,AUA,343.965,584,November,
RDU,AUA,153.012,336,November,
ISP,AUA,210.362,480,November,
LGB,AUA,246.398,1054,November,
FNT,AUA,415.962,577,November,
FLL,AUA,245.597,565,December,
YTZ,AUA,528.885,851,November,
SEA,AUA,834.9,835,November,
BHM,AUA,441.858,481,October,
ALB,AUA,441.942,442,December,
TUS,AUA,505.813,640,October,
BUR,AUA,341.72,946,November,
COS,AUA,264.711,504,November,
TOL,AUA,427.718,637,November,
OMA,AUH,1100.9,1101,February,
PHX,AUH,1180.2,1278,January,
ORD,AUH,931.51,932,February,
LAS,AUH,1081.24,1105,November,
PHL,AUH,1465.44,1528,February,
JFK,AUH,984.703,998,February,
SFO,AUH,1174.69,1227,November,
MCI,AUH,1107.73,1108,February,
DSM,AUH,1096.34,1096,February,
LNK,AUH,1177.28,1177,February,
IAD,AUH,833.795,1038,May,
EWR,AUH,1034,1287,May,
YYZ,AUH,1051.14,1051,May,
BWI,AUH,2671.29,2671,February,
SJC,AUH,1306.76,1361,November,
MNL,AUH,743.14,743,April,
MDW,AUH,936.01,936,February,
CMB,AUH,540.843,881,May,
DCA,AUH,3322,3322,February,
LGA,AUH,1101.68,1322,May,
YTZ,AUH,1116.66,1117,May,
BEY,AUH,392.245,392,May,
OAK,AUH,1457.72,1458,October,
BAH,AUH,248.761,249,December,
CGK,AUH,788.461,788,December,
TUS,AUH,1319.02,1319,October,
SGF,AUH,1149.32,1149,February,
KHI,AUH,453.92,454,October,
PER,AUH,1470.93,1471,October,
SUX,AUH,1889.01,1889,February,
BUF,AUH,2040.48,2040,May,
PSP,AUH,1517.45,1517,November,
WNP,AUH,867.446,867,April,
DCA,AUS,201.323,344,October,
BWI,AUS,155.281,340,October,
IAD,AUS,204.934,365,October,
LAX,AUS,96.424,231,October,
PHL,AUS,166.879,316,November,
JFK,AUS,127.55,295,October,
EWR,AUS,139.933,276,October,
LGA,AUS,113.752,291,October,
LGB,AUS,99.3074,249,November,
SNA,AUS,103.821,273,November,
MSP,AUS,154.812,354,November,
CLE,AUS,289.669,427,November,
BOS,AUS,125.705,304,November,
ORD,AUS,177.55,332,November,
DTW,AUS,185.825,331,November,
SLC,AUS,131.293,226,November,
SFO,AUS,144.069,274,November,
IND,AUS,168.6,282,November,
MCO,AUS,164.275,209,October,
LAS,AUS,123.245,248,October,
RDU,AUS,133.027,273,October,
OAK,AUS,156.597,349,November,
ONT,AUS,102.919,328,November,
MDW,AUS,143.393,337,November,
STL,AUS,136.379,310,November,
TPA,AUS,148.55,236,November,
PIT,AUS,174.1,294,November,
CVG,AUS,143.947,303,November,
SEA,AUS,139.944,238,November,
FNT,AUS,180.05,421,October,
SJC,AUS,156.05,338,November,
ATL,AUS,143.065,190,October,
GSP,AUS,174.196,293,October,
MEM,AUS,154.05,313,October,
COS,AUS,225.6,298,October,
MKE,AUS,130.56,221,November,
FLL,AUS,85.844,202,October,
ORF,AUS,291.367,350,October,
YYZ,AUS,223,347,November,
PDX,AUS,126.574,221,November,
PVD,AUS,164.6,382,November,
RIC,AUS,188.972,318,December,
YUL,AUS,559.167,559,December,
YWG,AUS,622.135,622,December,
MIA,AUS,139.248,262,November,
PHX,AUS,137.119,266,October,
CLT,AUS,177.384,230,October,
ILM,AUS,193.55,328,October,
RFD,AUS,489.6,490,July,
DFW,AUS,77.9812,170,October,
DEN,AUS,80.2822,152,November,
PSC,AUS,327.6,328,May,
MSN,AUS,154.704,271,November,
BNA,AUS,186.55,227,October,
DAL,AUS,85.3206,199,October,
SBN,AUS,417.631,518,November,
MCI,AUS,92.7853,171,October,
SYR,AUS,507.4,507,February,
IAH,AUS,67.4957,137,October,
CMH,AUS,183.05,267,November,
PHX,AVL,293.05,568,November,
LAX,AVL,336.128,442,December,
ORD,AVL,168.55,279,October,
IAH,AVL,349.8,398,May,
PHL,AVL,142.48,244,October,
DFW,AVL,269.65,285,January,
DEN,AVL,328.022,384,October,
EWR,AVL,155.413,338,November,
SFO,AVL,305.05,424,October,
DTW,AVL,179.083,307,November,
BUR,AVL,425.05,519,October,
DAL,AVL,276.495,341,October,
LGA,AVL,317.573,381,May,
YVR,AVL,839.775,840,December,
MSN,AVL,673,673,July,
PIT,AVL,356.689,357,November,
SNA,AVL,437.042,520,November,
LGB,AVL,456.05,596,October,
ONT,AVL,498.7,504,November,
TUS,AVL,345.408,486,November,
OMA,AVL,272.674,357,November,
JFK,AVL,356,422,November,
COS,AVL,389.526,390,February,
YCD,AVL,1478.3,1478,December,
SBN,AVL,203.611,331,October,
SHD,AVL,566.8,567,February,
ATL,AVL,145.786,248,October,
CHO,AVL,261.133,352,October,
DCA,AVL,323.55,354,November,
BWI,AVL,311.333,379,November,
PDX,AVL,697.511,698,November,
LAS,AVL,383.338,448,October,
MDW,AVL,421.757,422,May,
MSP,AVL,250.482,349,November,
OAK,AVL,432.6,485,November,
YQT,AVV,1928.36,2397,November,
YYZ,AVV,1500.46,2464,January,
LAX,AVV,1396.49,1895,November,
CMH,AVV,1615.67,1616,November,
YUL,AVV,1640.62,2078,December,
JFK,AVV,962.909,1992,November,
IAD,AVV,1008.22,2322,November,
SFO,AVV,1653.5,2043,February,
PIT,AVV,2583.88,2646,May,
DCA,AVV,1008.22,2437,November,
MSP,AVV,2833.65,2834,December,
STL,AVV,1948,1948,February,
BWI,AVV,1199.6,2214,November,
LAS,AVV,1588.81,1589,November,
YEG,AVV,1499.78,1500,February,
MKE,AVV,1810.96,1811,February,
PHX,AVV,2326.81,2327,July,
NRT,AVV,2523.93,2524,October,
PDX,AVV,2749.41,2749,December,
BNE,AVV,218.57,219,May,
IAH,AVV,2887.6,2888,December,
MSN,AVV,1787.47,1787,February,
YVR,AVV,1864.52,1865,February,
DEN,AVV,2013.93,2014,November,
SYD,AVV,63.27,85,November,
HBA,AVV,750.8,751,May,
PER,AVV,426.97,438,April,
LGA,AVV,3382.1,3382,December,
SJC,AVV,1653.5,2363,February,
DUB,AVV,1489.81,1490,January,
TUS,AVV,2268.77,2269,November,
YYC,AVV,1610.33,1610,February,
JFK,AXM,467.1,784,March,
ATL,AXM,1511.66,1512,December,
EWR,AXM,467.1,775,March,
LGA,AXM,485.1,1003,March,
TPA,AXM,884.15,884,December,
PHL,AXM,986.81,987,July,
IAD,BAQ,736.157,891,November,
JFK,BAQ,617.2,887,May,
EWR,BAQ,684.99,970,November,
DCA,BAQ,993.09,1028,December,
IAH,BAQ,762.65,964,October,
LGA,BAQ,624.94,928,November,
MIA,BAQ,458.3,525,January,
YYZ,BAQ,706,707,November,
BWI,BAQ,970.649,1007,November,
FLL,BAQ,505.29,575,November,
LAX,BAQ,643.07,901,February,
DEN,BAQ,802.05,802,November,
PHL,BAQ,819.079,1108,November,
MXP,BAQ,1277.99,1984,November,
LIN,BAQ,1438.41,2160,November,
HOU,BAQ,762.65,1027,October,
CLL,BAQ,760.838,963,October,
BPT,BAQ,909.84,980,October,
SNA,BAQ,1042.35,1125,February,
TRN,BAQ,1608.25,2228,January,
CMH,BAQ,942.73,943,February,
DAY,BAQ,914.356,914,February,
BUF,BAQ,746.978,1564,November,
COS,BAQ,996.77,997,November,
AUS,BAQ,1249.3,1249,December,
LGB,BAQ,1259.4,1336,February,
PBI,BAQ,1086.06,1179,October,
FCO,BAQ,1900.96,1901,January,
ONT,BAQ,959.45,1120,February,
SAT,BAQ,1602.73,1603,December,
BUR,BAQ,974.3,974,February,
LAX,BCD,1084.04,1409,November,
ORD,BCD,1562.39,1909,October,
RDU,BCD,2011.36,4127,October,
YYZ,BCD,1434.46,1829,February,
MSP,BCD,5680.73,5720,October,
DFW,BCD,1384.29,1469,April,
JFK,BCD,1556.02,1559,January,
SFO,BCD,1140.28,1488,November,
DAL,BCD,1864.24,1999,February,
DTW,BCD,2157.22,2157,March,
AMS,BCD,1477.82,1478,January,
IAH,BCD,1372.32,1540,November,
LAS,BCD,1349.46,1815,February,
DEN,BCD,1817.34,2103,December,
PHX,BCD,5346.92,5351,November,
YOW,BCD,2533.1,2533,December,
SEA,BCD,2402.28,2402,December,
EWR,BCD,9568.87,9569,January,
IAD,BCD,1577.51,1578,February,
MNL,BCD,107.691,108,January,
YUL,BCN,698.275,758,October,
EWR,BCN,543.877,883,October,
YYZ,BCN,666.761,805,October,
JFK,BCN,403.26,773,October,
BOS,BCN,672.37,799,May,
LAX,BCN,691.923,938,November,
SFO,BCN,817.5,1039,October,
IAH,BCN,779.944,1138,November,
YLW,BCN,915.385,915,March,
JAX,BCN,1039.1,1131,November,
ORF,BCN,938.8,1160,October,
LGA,BCN,646.06,1042,October,
SNA,BCN,961.4,1165,February,
MIA,BCN,711.833,877,October,
LAS,BCN,969.82,1076,February,
FLL,BCN,915.02,1153,November,
YTZ,BCN,661.693,860,October,
ATL,BCN,987.12,1069,November,
LGW,BCN,50.44,161,October,
ELP,BCN,1049.95,1054,November,
LHR,BCN,100.68,190,October,
IAD,BCN,549.186,866,October,
PHL,BCN,1065.71,1241,April,
YVR,BCN,872.203,923,March,
YYF,BCN,995.471,995,March,
DCA,BCN,602.465,1092,October,
MSP,BCN,1082.96,1153,December,
PDX,BCN,1184,1193,October,
PHF,BCN,1083.23,1262,October,
RDU,BCN,1063.95,1064,May,
DFW,BCN,1059.77,1124,June,
HOU,BCN,1131.14,1403,November,
BWI,BCN,614.705,1142,October,
ONT,BCN,998.1,1210,December,
PBI,BCN,976.22,1138,October,
MCO,BCN,974.76,1030,October,
ORD,BCN,755.382,809,November,
LCY,BCN,123.098,275,October,
LGB,BCN,1166.8,1282,February,
DEN,BCN,1040.02,1288,March,
SLC,BCN,1089.38,1089,December,
PHX,BCN,1426.47,1426,May,
TPA,BCN,939.92,995,November,
SJC,BCN,663.93,1036,October,
SEA,BCN,759,1025,October,
ORY,BCN,122,122,May,
DSM,BCN,1248.68,1249,December,
BUR,BCN,1166.8,1284,February,
OAK,BCN,1388.53,1632,December,
CDG,BCN,118,118,May,
DAL,BCN,1117.98,1301,October,
STN,BCN,42.3124,72,October,
CLL,BCN,1223.61,1423,May,
SBN,BCN,1120.34,1120,October,
BUF,BCN,1231.4,1673,April,
MHT,BCN,3074.01,3138,May,
AMS,BCN,125.56,126,December,
GSO,BCN,1250.53,1251,May,
BPT,BCN,1277.17,1400,May,
RST,BCN,1142.07,1229,December,
PHL,BDA,140.628,456,November,
JFK,BDA,126.6,388,November,
EWR,BDA,127.6,371,November,
LGA,BDA,137.871,422,November,
DCA,BDA,130.1,382,November,
IAD,BDA,130.1,1377,November,
BWI,BDA,137.15,509,November,
YYZ,BDA,144.364,262,October,
BOS,BDA,164.005,291,October,
IAH,BDA,246.1,475,November,
HPN,BDA,326.6,654,November,
BDL,BDA,168.275,355,November,
HOU,BDA,245.6,484,November,
ATL,BDA,168.118,304,November,
YHZ,BDA,433.684,434,May,
DTW,BDA,517.75,518,October,
ORD,BDA,238.091,374,October,
LAX,BDA,238.1,357,October,
CLT,BDA,138.26,278,October,
PHX,BDA,717.45,717,June,
ROC,BDA,137.687,257,October,
BUF,BDA,137.687,255,October,
SYR,BDA,137.687,249,October,
AUS,BDA,226.244,457,November,
DFW,BDA,281.227,281,October,
SEA,BDA,400.32,400,November,
YQG,BDA,516.503,517,October,
MHT,BDA,200.75,347,October,
PVD,BDA,200.497,333,November,
BUR,BDA,256.478,375,October,
YXU,BDA,222.279,480,October,
LGB,BDA,223.384,366,October,
ONT,BDA,272.6,436,October,
MKE,BDA,208.553,397,October,
YYG,BDA,490.722,491,May,
HSV,BDA,258.437,432,November,
BHM,BDA,246.811,446,November,
YQM,BDA,434.668,435,May,
TYS,BDA,268.273,445,November,
DAL,BDA,255.003,255,October,
SBN,BDA,463.65,512,October,
YFC,BDA,716.379,716,May,
YKF,BDA,276.714,1511,May,
RDU,BDA,217.836,351,October,
TOL,BDA,654.359,654,October,
SPS,BDA,431.335,431,October,
MSN,BDA,358.031,510,October,
OKC,BDA,278.514,279,October,
FNT,BDA,440.222,440,October,
SNA,BDA,299.05,549,October,
YYJ,BDA,896.389,896,November,
YVR,BDA,681.182,681,November,
YSJ,BDA,739.899,740,May,
CAE,BDA,222.432,419,October,
PDX,BDA,525.249,525,November,
GSP,BDA,222.432,537,October,
AVL,BDA,280.337,412,October,
TUS,BDA,881.586,882,June,
GSO,BDA,220.593,382,October,
MIA,BEG,570.46,852,November,
DTW,BEG,917.736,1128,November,
FLL,BEG,793.94,975,November,
LAX,BEG,742.5,793,November,
CLE,BEG,705.72,941,November,
YVR,BEG,1012.46,1044,January,
SFO,BEG,1109.96,1178,December,
DEN,BEG,1039.16,1160,November,
IAH,BEG,788.8,790,January,
ATL,BEG,1010.81,1011,October,
EWR,BEG,660.7,777,October,
PHX,BEG,1080.62,1081,November,
YEG,BEG,1091,1091,November,
PBI,BEG,945.776,1029,November,
JFK,BEG,576.18,654,October,
DCA,BEG,813.45,909,November,
IAD,BEG,604.743,701,October,
BOS,BEG,644.6,673,December,
MEL,BEG,1550.6,1653,November,
OAK,BEG,1172.29,1258,December,
HOU,BEG,875.82,876,January,
FNT,BEG,1260.93,1261,May,
LAN,BEG,1153.87,1154,May,
PIT,BEG,917.736,1088,November,
LGB,BEG,1944.16,3049,January,
SJC,BEG,1180.7,1440,December,
LGA,BEG,839.06,875,October,
CMH,BEG,1175.36,1526,October,
COS,BEG,1194.18,1364,November,
MCO,BEG,1088.9,1089,November,
YYJ,BEG,1084.21,1103,February,
DAY,BEG,1161.98,1543,November,
SMF,BEG,1177.03,1266,December,
BEY,BEG,606.09,606,May,
RSW,BEG,945.776,1036,November,
BWI,BEG,1110.3,1468,November,
MRY,BEG,1180.61,1441,December,
MGM,BEG,1226.1,1226,October,
YYC,BEG,1104.07,1104,November,
YCD,BEG,1184.99,1187,January,
HSV,BEG,1209.62,1210,October,
ABX,BEG,2548.28,2694,November,
BDL,BEG,1161.62,1679,November,
TYS,BEG,1202.29,1202,October,
AUS,BEG,1353.44,1397,January,
BUR,BEG,1238.35,3027,November,
PHL,BEG,1319.88,1320,October,
TUS,BEG,1241.47,1241,November,
BHM,BEG,1177.57,1178,October,
CHA,BEG,1226.1,1226,October,
MHT,BEG,1940.28,3455,December,
PVD,BEG,1940.28,2476,December,
EYW,BEG,2106.5,2424,November,
HPN,BEG,1671.28,1671,October,
SNA,BEG,1236.47,1236,November,
TOL,BEG,1587.88,1588,May,
AVV,BEG,2334.08,2334,December,
SAN,BEY,919.46,1090,October,
LAX,BEY,902.6,1021,October,
YYZ,BEY,597.101,737,October,
JFK,BEY,721.31,819,February,
EWR,BEY,747.7,838,February,
LGA,BEY,726.3,829,February,
SFO,BEY,876.09,1032,February,
DEN,BEY,891.58,923,October,
PHX,BEY,921.7,978,December,
CLD,BEY,933.57,1107,October,
IAH,BEY,655.86,852,November,
YTZ,BEY,832.772,862,December,
AUS,BEY,1087.1,1359,November,
IAD,BEY,710.135,879,November,
DCA,BEY,774.777,869,November,
ORD,BEY,711.77,796,November,
SNA,BEY,1001.47,1199,December,
YOW,BEY,838.634,846,October,
YUL,BEY,820.432,874,October,
LGB,BEY,1180.84,1565,December,
ATL,BEY,1124.6,1125,July,
HOU,BEY,781.71,839,November,
BOS,BEY,697.15,697,November,
MDT,BEY,991.48,991,November,
PDX,BEY,1849.35,1849,December,
ROC,BEY,767.574,933,October,
PHL,BEY,980.782,1629,December,
BWI,BEY,914.54,1201,December,
SJC,BEY,1111.6,1428,February,
COS,BEY,1139.44,1149,October,
BUR,BEY,1022.76,1146,October,
BUF,BEY,1011.1,1048,October,
TUS,BEY,1134.66,1136,January,
SYR,BEY,910.378,1008,October,
ONT,BEY,1001.47,1001,December,
OAK,BEY,1230.7,1537,February,
SAT,BEY,1660.24,1660,December,
PSP,BEY,1140.15,2690,December,
LNS,BEY,843.83,844,November,
SMF,BEY,1518.2,1627,February,
SBA,BEY,1184.14,1423,December,
YXU,BEY,983.57,996,October,
BDL,BEY,923.41,923,November,
HPN,BEY,1031.57,1032,April,
YKF,BEY,1228.51,1640,October,
TIJ,BEY,2411.26,2411,October,
SEA,BEY,1753.17,1753,December,
CRP,BEY,1761.35,1761,December,
EUG,BEY,2264.85,2265,December,
MRY,BEY,1840.03,1840,December,
HSV,BEY,1222.84,1223,July,
YQB,BEY,858.933,859,October,
LAR,BEY,1141.28,1265,October,
CHA,BEY,1567.23,1567,July,
BTV,BEY,1042.27,1042,October,
MDW,BEY,1003.8,1004,January,
TYS,BEY,1224.79,1225,July,
BHM,BEY,1181.99,1182,July,
MKE,BEY,1196.02,1196,January,
YHM,BEY,1472.09,2035,December,
PHX,BFL,115.435,170,October,
HKG,BFL,1569.45,1598,November,
DEN,BFL,79.6619,160,November,
TUS,BFL,144.069,249,October,
EWR,BFL,279,320,April,
LGA,BFL,299.5,363,April,
JFK,BFL,301.941,381,April,
PRC,BFL,486.794,866,October,
BWI,BFL,225.1,314,April,
EGE,BFL,396.519,517,November,
HPN,BFL,325,690,April,
COS,BFL,315.067,551,November,
PHL,BFL,348.046,417,April,
DCA,BFL,437.347,478,November,
EWR,BFS,850.33,850,November,
LAX,BFS,1337.24,1410,October,
BUR,BFS,1261.42,1530,October,
SNA,BFS,1305.77,1306,October,
IAD,BFS,1067.02,1067,November,
DCA,BFS,1067.02,1067,November,
ONT,BFS,1741.19,1741,July,
HPN,BFS,1145.18,1145,November,
MIA,BGA,554.493,692,November,
YXU,BGA,1198.46,1198,December,
JFK,BGA,615.759,830,October,
YYZ,BGA,807.833,1081,March,
FRA,BGA,1357.68,1358,December,
CLT,BGA,750.69,751,December,
EWR,BGA,542.236,953,October,
ABQ,BGA,1348.84,1350,November,
DEN,BGA,1096.7,1166,December,
LIN,BGA,1561.91,1562,March,
GSO,BGA,1306.33,1306,December,
SFO,BGA,989.409,1073,November,
RDU,BGA,843.672,844,December,
ELP,BGA,1006.93,1007,November,
LAX,BGA,812.623,813,November,
MAD,BGA,1316.41,1316,October,
TPA,BGA,871.35,871,November,
ATL,BGA,809.677,1159,November,
PHX,BGA,946.766,1014,February,
LGA,BGA,2005.94,2006,December,
PIT,BGA,2128.63,2129,December,
SEA,BGA,1502.88,1503,December,
MCO,BGA,673.384,673,October,
CCS,BGA,1733.28,1733,December,
MXP,BGA,1870.71,1871,March,
JFK,BGI,173.052,465,October,
EWR,BGI,214.159,581,October,
LGA,BGI,175.843,479,October,
DCA,BGI,207.3,673,October,
IAD,BGI,214.159,761,October,
POS,BGI,102.694,218,February,
BWI,BGI,207.3,736,October,
PHL,BGI,211.26,628,October,
YYZ,BGI,208.115,499,November,
BDL,BGI,233.987,517,December,
TAB,BGI,409.482,409,December,
BOS,BGI,227.6,480,January,
DEN,BGI,211.936,438,December,
LAX,BGI,294.6,682,December,
SFO,BGI,361.6,774,October,
OAK,BGI,258.6,683,October,
BUR,BGI,293.6,706,December,
LGW,BGI,436.69,742,December,
DFW,BGI,425.1,629,October,
FLL,BGI,287,447,April,
LHR,BGI,555.88,794,December,
ATL,BGI,349.23,544,July,
LGB,BGI,293.6,788,December,
MIA,BGI,287,462,April,
ROC,BGI,218.618,536,November,
RDU,BGI,292.6,435,November,
IAH,BGI,376.6,553,November,
DTW,BGI,641.67,642,April,
YEG,BGI,1200.89,1201,December,
DSM,BGI,731.7,1105,October,
HOU,BGI,515.67,595,November,
OMA,BGI,736.602,782,October,
ONT,BGI,445.648,1033,December,
YQG,BGI,723.725,724,April,
YTZ,BGI,339.113,902,November,
SNA,BGI,445.648,839,December,
SJC,BGI,541.912,1045,October,
SYR,BGI,212.242,584,November,
BUF,BGI,212.242,536,November,
ORD,BGI,211.26,438,October,
HPN,BGI,429.1,2056,October,
SAN,BGI,680.65,748,October,
TPA,BGI,638.9,639,November,
MHT,BGI,441.635,900,January,
DOM,BGI,303.48,303,July,
SMF,BGI,366.64,1089,October,
MCI,BGI,650.802,756,October,
YKF,BGI,498.267,917,November,
PVD,BGI,392.622,807,October,
PHX,BGI,313.19,470,November,
COS,BGI,405.987,718,December,
YXU,BGI,428.127,786,November,
SBA,BGI,546.566,792,December,
MRY,BGI,448.016,1455,October,
MCO,BGI,653.101,699,November,
MUC,BGI,782.204,782,December,
CLL,BGI,546.566,690,November,
AUS,BGI,315.258,418,November,
GSO,BGI,440.059,553,November,
FAY,BGI,440.059,570,November,
PHX,BGM,353.65,433,February,
IAH,BGM,350.1,418,October,
MSP,BGM,475,475,December,
SFO,BGM,301,389,October,
LAX,BGM,270.05,342,November,
DEN,BGM,336.65,410,November,
OAK,BGM,226,428,October,
SJC,BGM,366.2,447,January,
TUS,BGM,363.826,469,February,
BUR,BGM,416.65,436,October,
LGB,BGM,456.05,582,November,
ONT,BGM,456.6,568,November,
SNA,BGM,460.6,479,November,
STC,BGM,544.672,545,December,
DEN,BGO,1337.4,1337,July,
COS,BGO,1546.07,1546,July,
DEN,BGR,404.65,443,October,
MSP,BGR,443,443,November,
SAV,BGR,377.05,411,November,
MCO,BGR,507.65,508,December,
ATL,BGR,321.55,378,October,
MLI,BGR,303.65,304,October,
CVG,BGR,384.65,385,November,
HHH,BGR,418.7,466,November,
COS,BGR,335.747,363,October,
RST,BGR,631.635,632,November,
CID,BGR,371.643,372,October,
JAX,BGR,367.78,407,November,
IND,BGR,416.661,417,November,
DAY,BGR,351.867,352,November,
